Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62160,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,008,MUARA JAWA PESISIR,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,3,,,1,4,,,3,3,,,1,0,,,0,0,5.00,1,0,1,,,0,0,60.0000,2,0,0,0,0,0,0,1,0,0,1,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,60.00,2,0,1.00,2,0,1.00,2,1,,,0,60.00,2,1,,,0,40.00,2,1,,,0,40.00,2,0,40.00,2,1,,,2,,,7,0,1,1,0,0,2,3,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,260,170
62161,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,001,JAWA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,1,0,2,,,0,2,,,3,0,,,0,0,1.00,1,0,0,1.00,1,0,0,1.00,1,0,0,33.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00,2,0,30.00,2,0,1.00,1,0,6.00,1,1,,,0,1.00,1,0,1.00,1,0,35.00,2,0,1.00,1,0,12.00,2,0,9.30,1,0,1.00,1,0,1.00,1,6,0,0,0,0,0,4,5,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,700,54
62162,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,002,SANGA SANGA DALAM,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,6,8,1,0,1,,,1,1,,,7,1,,,2,0,,,1,0,,,1,1,,,0,0,28.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.00,2,0,29.00,2,1,,,0,4.60,1,1,,,1,,,2,,,0,34.00,2,2,,,0,14.00,2,0,7.40,1,2,,,3,,,10,0,0,0,3,1,10,11,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,25,97
62163,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,003,PENDINGIN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,1,0,2,,,,,,,2,0,6,8,1,0,2,,,0,0,7.50,1,2,0,,,1,0,,,0,0,7.50,1,0,0,7.50,1,0,0,36.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.00,2,0,36.00,2,0,7.50,1,0,12.00,1,1,,,0,7.50,1,0,7.50,1,0,12.00,2,0,7.50,2,0,36.00,2,1,,,0,7.50,1,0,7.50,1,5,0,2,0,0,0,3,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,20,57
62164,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,004,SARIJAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,5,8,1,1,0,,,0,0,4.70,1,1,0,,,0,0,4.70,1,0,0,4.70,1,0,0,4.70,1,0,0,33.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.70,2,0,33.70,2,0,4.70,1,0,9.70,1,1,,,0,4.70,1,0,4.70,1,0,38.70,2,0,4.70,1,0,17.70,2,0,9.60,1,0,4.70,1,0,4.70,1,3,0,0,0,0,0,0,1,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,20,31
62165,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,005,SANGA SANGA MUARA,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,5,7,1,0,2,,,0,1,,,1,0,,,0,1,,,0,0,11.00,1,0,0,11.00,1,0,0,40.0000,2,0,0,0,0,0,0,0,0,0,1,3,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,41.00,2,0,11.00,1,0,15.00,1,1,,,0,11.00,1,0,11.00,1,0,44.00,2,2,,,0,24.00,2,0,9.00,1,0,11.00,1,0,11.00,1,6,0,0,0,0,0,2,5,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,25,10
62166,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,001,BATUAH,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,6,,,7,2,,,1,1,,,0,1,,,1,0,,,0,0,35.0000,2,0,0,0,0,0,0,1,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,2,0,30.00,2,0,25.00,2,1,,,0,10.00,2,0,25.00,2,0,25.00,2,0,25.00,2,4,,,0,10.00,2,0,30.00,2,0,23.00,2,0,23.00,2,11,0,0,0,0,0,4,2,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,547,200
62167,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,002,TANI BAKTI,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,8.00,2,0,1,,,2,0,,,1,0,,,0,0,8.00,2,0,0,9.00,2,0,0,10.0000,2,0,0,0,0,0,0,1,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,10.00,2,0,8.00,2,0,12.00,2,1,,,0,15.00,2,0,9.00,2,0,20.00,2,0,10.00,2,0,20.00,2,0,25.00,2,0,8.00,2,1,,,4,0,0,0,0,0,2,2,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,5,10
62168,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,003,PURWAJAYA,1,2,0,2,0,3,0,3,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,3,,,2,1,,,0,1,,,1,0,,,0,1,,,0,0,20.0000,1,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2,0,5.00,2,0,1.00,2,0,2.00,1,1,,,0,15.00,2,0,5.00,2,0,4.00,2,1,,,0,10.00,2,0,15.00,2,1,,,1,,,7,0,0,0,0,0,1,5,1,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1002,35
62169,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,004,LOA JANAN ULU,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,9,,,3,1,,,1,2,,,0,0,6.00,2,0,1,,,0,0,15.0000,2,0,0,0,0,0,0,2,1,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,2,0,10.00,2,1,,,0,5.00,2,0,5.00,2,0,10.00,2,1,,,0,10.00,2,2,,,1,,,0,25.00,2,3,,,0,5.00,2,7,0,0,1,1,0,3,3,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,90
62170,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,005,LOA DURI ULU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,1.00,2,0,7,,,3,1,,,1,1,,,0,0,2.00,2,0,0,2.00,2,0,0,20.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13.00,2,0,13.00,2,0,4.00,2,0,2.00,2,1,,,0,20.00,2,1,,,1,,,1,,,0,10.00,2,0,10.00,2,1,,,1,,,7,0,0,1,0,1,3,9,2,6,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,281,60
62171,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,006,BAKUNGAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,4,,,4,0,,,0,1,,,1,0,,,0,0,8.00,2,0,0,20.0000,2,0,0,0,0,0,0,1,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,10.00,2,0,5.00,2,0,3.00,2,1,,,0,15.00,2,1,,,0,20.00,2,3,,,0,20.00,2,0,22.00,2,1,,,1,,,6,0,1,1,1,0,3,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,60
62172,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,007,LOA DURI ILIR,2,,,,,,,2,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,0,6,,,4,1,,,1,2,,,0,0,23.00,2,0,2,,,0,0,30.0000,2,0,0,0,0,0,0,1,2,0,1,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00,2,0,20.00,2,0,5.00,2,1,,,0,2.00,2,0,5.00,2,2,,,2,,,2,,,0,10.00,2,0,10.00,2,2,,,2,,,7,0,6,2,2,0,2,3,1,3,2,,,1,5,0,2,,,2,,,2,,,2,,,2,,,2,,,0,210,107
62173,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,008,TANI HARAPAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,10.00,2,0,3,,,3,0,,,1,0,,,0,0,5.00,2,0,0,12.00,2,0,0,30.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,24.00,2,0,20.00,2,1,,,0,20.00,2,0,10.00,2,0,12.00,2,0,8.00,2,1,,,0,6.00,2,0,9.00,2,0,24.00,2,3,0,0,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,15
62174,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,001,JONGGON DESA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,15.00,2,0,4,,,2,0,,,1,0,,,0,0,30.00,3,0,0,30.00,3,0,0,70.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.00,3,0,70.00,3,0,5.00,2,0,75.00,3,1,,,0,70.00,3,0,35.00,3,0,35.00,3,2,,,0,99.90,3,0,30.00,3,0,30.00,3,0,70.00,3,1,0,0,0,0,0,2,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,20,75
62175,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,002,SUNGAI PAYANG,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,3,,,0,1,,,3,0,,,1,0,,,0,1,,,0,0,30.00,2,0,0,38.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.00,2,0,64.00,2,0,25.00,2,0,27.00,2,2,,,0,30.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,99.90,3,0,99.90,3,0,25.00,2,0,25.00,2,4,0,0,0,0,0,4,0,1,0,2,,,1,3,0,2,,,2,,,2,,,2,,,2,,,2,,,0,10,50
62176,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,003,JEMBAYAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,4,,,0,2,,,4,2,,,1,0,,,0,0,4.00,2,0,0,4.00,2,0,0,10.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,15.00,2,0,30.00,2,0,4.00,2,1,,,0,10.00,2,0,3.00,2,0,4.00,2,1,,,0,99.90,3,0,30.00,3,1,,,0,10.00,2,8,0,0,0,0,0,0,0,1,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,3200,307
62177,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,004,PONORAGAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,1,,,1,0,,,0,0,2.00,2,0,0,2.00,2,0,0,3.00,2,0,0,9.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,39.00,2,0,15.00,2,0,2.00,2,1,,,0,10.00,2,0,5.00,2,0,39.00,2,0,3.00,2,0,99.90,3,0,99.90,3,0,3.00,2,0,3.00,2,3,2,0,0,0,0,2,5,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,60
62178,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,005,LOH SUMBER,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,4,,,0,2,,,3,0,,,1,0,,,0,0,0.50,1,0,1,,,0,0,8.0000,2,0,0,0,0,0,0,1,0,0,2,4,5,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,2,0,38.00,2,0,20.00,2,1,,,1,,,0,7.00,2,1,,,0,32.00,2,3,,,0,99.90,3,0,99.90,3,2,,,2,,,6,0,0,1,0,1,3,5,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,50,100
62179,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,006,LOA KULU KOTA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,0,4,,,5,0,,,0,2,,,1,0,,,0,1,,,0,0,8.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.00,2,0,15.00,2,0,8.00,2,0,0.50,1,1,,,0,8.00,2,0,5.00,1,0,10.00,2,1,,,0,99.90,3,1,,,0,1.00,1,0,8.00,2,6,0,0,1,0,0,2,0,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,50,161
62180,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,007,REMPANGA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,1,,,2,0,,,1,0,,,0,0,5.00,2,0,0,5.00,2,0,0,5.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,35.00,2,0,10.00,2,0,5.00,2,1,,,1,,,1,,,0,5.00,2,1,,,0,99.90,3,0,99.90,3,0,5.00,2,0,10.00,2,4,0,0,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,50,25
62181,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,008,JONGGON JAYA,2,,,,,,,2,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,50.00,2,0,1,,,3,0,,,1,0,,,0,0,50.00,2,0,1,,,0,0,50.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,50.00,3,0,75.00,3,0,1.00,2,1,,,1,,,0,50.00,3,1,,,0,55.00,3,0,15.00,2,0,99.90,3,0,99.90,3,0,50.00,3,1,,,3,0,1,0,1,0,5,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,200,30
62182,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,009,MARGAHAYU,1,1,0,1,0,1,0,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,0,2,,,2,0,,,1,0,,,1,0,,,0,0,35.00,2,0,0,35.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.00,3,0,75.00,3,0,21.00,2,0,20.00,2,1,,,0,35.00,3,0,20.00,2,0,35.00,3,0,5.00,2,0,99.90,3,1,,,0,25.00,2,0,35.00,2,5,0,0,0,0,0,3,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,2390,30
62183,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,010,LUNG ANAI,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,5.00,2,0,0,15.00,2,0,0,15.00,2,0,0,35.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.00,2,0,55.00,3,0,40.00,3,0,25.00,2,1,,,0,45.00,3,0,25.00,2,0,25.00,2,0,10.00,2,0,99.90,3,0,99.90,3,0,25.00,2,0,45.00,3,1,0,0,0,0,0,0,1,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,111,58
62184,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,011,JEMBAYAN TENGAH,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,0,4,,,2,0,,,1,0,,,0,0,12.00,2,0,0,12.00,2,0,0,18.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,2,0,50.00,2,0,15.00,2,0,12.00,2,1,,,0,20.00,2,0,12.00,2,0,20.00,2,0,5.00,2,0,99.90,3,0,99.90,3,0,12.00,2,0,20.00,2,4,0,0,0,0,1,0,0,1,0,1,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,312,165
62185,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,012,JEMBAYAN DALAM,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,3,,,0,0,3.00,2,0,2,,,0,1,,,0,0,3.00,2,0,1,,,0,0,15.0000,2,0,0,0,0,0,0,0,0,0,1,3,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00,2,0,42.00,3,0,20.00,3,0,6.00,2,1,,,0,6.00,2,0,6.00,2,0,17.00,2,0,3.00,2,0,99.90,3,0,99.90,3,0,3.00,2,0,4.00,2,2,2,1,0,0,0,1,1,1,2,2,,,1,2,0,2,,,1,3,0,2,,,2,,,2,,,2,,,0,18,119
62186,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,013,SEPAKAT,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,2,,,1,0,,,0,0,2.50,2,0,0,3.00,2,0,0,3.50,2,0,0,6.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,2,0,45.00,2,0,30.00,3,0,4.00,2,0,1.20,2,0,8.00,2,0,2.00,2,0,10.00,2,1,,,0,99.90,3,1,,,1,,,0,10.00,2,2,0,0,0,0,0,10,5,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,25,95
62187,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,014,JONGKANG,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,5.00,2,0,2,,,1,0,,,1,0,,,0,0,5.00,2,0,0,6.00,2,0,0,9.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,2,0,28.00,2,0,5.00,2,0,7.00,2,1,,,0,7.00,2,0,5.00,2,0,28.00,2,1,,,0,99.90,3,0,99.90,3,0,2.50,2,0,7.00,2,2,0,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,30,50
62188,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,015,SUMBER SARI,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,6,8,1,0,5,,,0,2,,,3,0,,,1,0,,,0,0,2.00,2,0,1,,,0,0,10.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00,2,0,14.00,2,0,6.50,2,0,6.50,2,1,,,0,10.00,2,0,12.50,2,0,13.50,2,1,,,0,99.90,3,0,99.90,3,0,5.00,2,0,6.00,2,4,0,0,0,0,0,2,1,1,2,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,0,126,126
62189,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,001,PERIAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,28.00,2,0,1,,,1,0,,,1,0,,,0,0,3.00,1,0,0,30.00,1,0,0,40.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.00,3,0,99.90,3,0,33.00,2,0,99.90,3,1,,,0,99.90,3,0,33.00,2,0,33.00,2,1,,,0,23.00,2,0,41.00,2,0,99.90,3,0,33.00,1,1,0,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,20,30
