Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62310,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,003,BUNGA JADI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,65.00,3,0,2,,,2,0,,,0,0,3.00,2,0,0,3.00,2,0,0,16.00,2,0,0,40.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,99.90,3,0,99.90,3,1,,,0,3.00,2,0,60.00,3,0,17.00,2,0,65.00,3,1,,,0,75.00,3,0,50.00,2,0,15.00,2,0,8.00,2,5,0,0,1,0,1,2,3,2,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,496,106
62311,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,004,PANCA JAYA,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,6,8,2,0,0,52.00,3,0,1,,,2,1,,,1,1,,,0,0,10.00,2,1,0,,,0,0,52.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.00,3,0,99.90,3,0,99.90,3,0,15.00,2,1,,,1,,,0,14.00,2,0,53.00,3,1,,,0,99.90,3,0,58.00,3,0,14.00,2,0,4.50,2,2,2,0,0,0,0,2,1,2,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,900,50
62312,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,005,SIDO MUKTI,2,,,,,,,3,0,1,2,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,0,0,2,0,6,8,1,0,0,50.00,2,0,1,,,1,1,,,0,1,,,0,1,,,0,0,4.00,2,0,0,49.0000,2,0,0,0,0,0,0,0,1,0,2,4,6,8,1,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,50.00,2,0,99.90,3,0,99.90,3,0,15.00,2,1,,,0,50.00,2,0,11.00,2,0,50.00,2,1,,,0,60.00,3,0,55.00,3,0,11.00,2,0,1.50,2,2,0,0,0,0,0,1,1,2,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,192,78
62313,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,006,SABINTULUNG,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,75.00,3,0,1,,,2,0,,,1,0,,,0,0,15.00,2,0,0,23.00,2,0,0,75.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.00,3,0,95.00,3,0,18.00,2,0,15.00,2,1,,,0,22.00,2,0,18.00,2,0,95.00,3,0,16.00,2,0,98.00,3,0,98.00,3,0,32.00,2,0,35.00,2,2,0,0,0,0,0,1,1,2,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,240,32
62314,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,007,RANTAU HEMPANG,2,,,,,,,1,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,75.00,3,0,1,,,1,0,,,0,0,15.00,3,0,0,15.00,3,0,0,32.00,3,0,0,75.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.00,3,0,95.00,3,0,25.00,2,0,25.00,2,1,,,0,30.00,2,0,25.00,2,0,95.00,3,0,25.00,2,0,99.90,3,0,99.90,3,0,40.00,2,0,38.00,2,1,0,0,0,0,0,1,0,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,861,4
62315,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,009,MUARA KAMAN ILIR,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,2.90,1,0,1,,,3,0,,,0,0,3.90,1,0,0,3.90,1,0,0,77.90,4,0,0,99.9000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34.90,2,0,85.90,4,1,,,0,50.00,2,0,10.00,2,0,85.90,4,0,85.90,4,0,85.90,4,1,,,0,85.90,4,0,30.00,3,0,34.90,3,0,34.90,3,1,0,0,0,0,0,1,1,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,419,20
62316,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,010,MUARA KAMAN ULU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,2,,,3,0,,,1,0,,,1,0,,,0,0,11.00,3,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.90,3,0,28.90,3,0,99.90,3,0,10.00,2,0,28.90,2,0,50.00,2,0,28.90,2,0,99.90,3,2,,,0,85.90,3,0,33.00,2,0,34.90,3,0,34.90,3,3,0,0,0,0,0,4,4,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,500,127
62317,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,011,TUNJUNGAN,2,,,,,,,0,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,70.00,3,2,0,,,0,0,70.00,3,0,0,99.90,3,0,0,99.90,4,0,0,99.9000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,2,,,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,0,99.90,4,2,0,0,0,0,0,2,0,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,200,2
62318,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,012,MUARA SIRAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,15.00,3,0,2,,,1,0,,,1,0,,,0,0,15.00,3,0,0,10.50,3,0,0,10.5000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50,3,0,14.50,4,0,1.50,2,0,1.50,2,1,,,0,10.50,4,0,14.50,3,0,14.50,4,0,1.50,3,0,1.50,3,0,14.50,3,0,2.50,3,0,2.50,3,1,2,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,466,15
62319,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,013,SEDULANG,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,1,,,0,1,,,0,0,99.00,3,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.00,3,0,99.90,3,0,99.00,3,0,99.00,3,1,,,0,99.00,3,0,99.00,3,0,99.00,3,0,99.00,3,0,99.00,3,0,99.00,3,0,99.00,3,0,99.00,3,2,0,1,0,0,0,1,1,1,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,153,8
62320,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,014,MENAMANG KIRI,2,,,,,,,2,0,1,2,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,99.90,3,0,0,99.90,3,1,0,,,1,0,,,0,0,99.90,3,0,0,99.90,3,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,,,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,2,0,0,0,0,0,1,0,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,228,5
62321,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,015,MENAMANG KANAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,99.90,3,0,0,99.90,3,1,0,,,1,0,,,0,0,99.90,3,0,0,99.90,3,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,,,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,1,1,0,0,0,1,1,1,6,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,700,40
62322,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,016,LEBAHO ULAQ,2,,,,,,,1,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,1,,,1,0,,,0,0,49.00,2,0,0,49.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00,2,0,75.00,3,0,49.00,2,0,49.00,2,1,,,0,49.00,2,0,49.00,2,0,49.00,2,0,49.00,2,0,99.90,3,0,20.00,2,0,49.00,2,0,49.00,2,3,0,0,0,0,0,1,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,853,8
62323,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,017,KUPANG BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,67.00,3,0,0,67.00,3,0,0,99.90,4,0,0,99.9000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.00,4,0,16.50,4,0,67.00,3,0,67.00,3,2,,,0,99.00,4,0,82.00,3,0,99.00,4,0,67.00,3,0,16.50,4,0,16.50,4,0,82.00,3,0,82.00,3,1,0,1,0,0,0,1,1,1,5,1,10,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,500,14
62324,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,018,PUAN CEPAK,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,60.00,3,0,1,,,1,1,,,1,0,,,0,0,17.00,2,0,0,17.00,2,0,0,62.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90,3,0,99.90,3,0,99.90,3,0,70.00,3,1,,,0,70.00,3,0,70.00,3,0,99.90,3,0,70.00,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,0,0,0,0,0,0,0,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,496,106
62325,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,019,BUKIT JERING,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,0,0,10.90,3,0,0,15.90,3,0,0,90.90,4,0,0,90.9000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.90,3,0,90.90,4,0,10.90,3,0,10.90,3,1,,,0,90.90,4,0,90.90,4,0,90.90,4,0,15.90,3,0,90.90,4,0,90.90,4,0,15.90,3,0,15.90,3,1,0,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,275,32
62326,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,020,LIANG BUAYA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,8.00,2,0,1,,,2,0,,,0,0,99.90,3,0,0,99.90,3,0,0,99.90,3,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,,,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,2,0,1,0,0,0,1,1,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,124,4
62327,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,021,CIPARI MAKMUR,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,2,,,,,,,2,0,6,8,1,0,0,48.00,2,0,1,,,1,0,,,0,1,,,0,0,6.00,2,0,0,5.00,2,0,0,48.0000,2,0,0,0,0,0,0,1,2,0,2,4,6,8,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.00,2,0,99.00,3,0,99.00,3,0,16.00,2,1,,,0,48.00,2,0,10.00,2,0,49.00,2,1,,,0,58.00,3,0,53.00,3,0,10.00,2,1,,,2,0,0,0,0,0,1,1,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,140,41
62328,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,001,SEMAYANG,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,3,,,2,0,,,0,1,,,0,1,,,0,0,30.00,3,0,0,95.0000,4,0,0,0,0,0,0,0,0,0,2,4,5,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00,3,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,21.00,3,0,21.00,3,0,99.80,3,0,21.00,3,0,99.80,3,1,,,0,21.00,3,0,21.00,3,3,0,0,0,0,0,1,1,1,1,2,,,1,4,0,1,6,0,2,,,2,,,2,,,2,,,2,,,0,70,65
62329,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,002,TUBUHAN,2,,,,,,,1,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,8.00,2,1,0,,,1,0,,,1,0,,,0,0,8.00,2,0,0,22.00,3,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.00,3,0,35.00,3,0,35.00,3,0,35.00,3,1,,,0,40.00,3,0,40.00,3,0,40.00,3,0,40.00,3,1,,,1,,,0,40.00,3,0,40.00,3,2,2,0,0,0,0,2,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,191,27
62330,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,003,TELUK MUDA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,6.00,3,0,0,30.00,3,0,0,30.00,3,0,0,12.0000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,3,0,99.80,3,0,22.00,3,0,99.80,3,1,,,0,27.00,3,0,27.00,3,0,99.80,3,0,14.00,3,0,14.00,3,0,14.00,3,0,27.00,3,0,27.00,3,2,0,0,0,0,0,1,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,309,59
62331,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,004,TUANA TUHA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,0,0,2,,,,,,,2,0,6,8,2,0,2,,,0,0,9.00,2,3,0,,,1,0,,,0,0,9.00,2,0,1,,,0,0,99.8000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.00,4,0,99.90,4,0,13.00,4,0,99.90,4,1,,,0,51.00,4,0,9.00,2,0,99.90,4,0,30.00,2,0,30.00,2,0,51.00,4,0,51.00,4,0,51.00,4,4,0,0,0,0,0,1,4,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,970,50
62332,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,005,KAHALA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,0.50,1,1,0,,,3,0,,,1,0,,,1,0,,,0,0,9.00,2,0,0,99.8000,4,0,0,0,0,0,0,0,0,0,2,4,6,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00,3,0,99.80,3,1,,,0,99.90,3,0,7.00,1,0,45.00,4,1,,,0,99.80,3,0,24.00,3,0,99.80,3,0,24.00,3,0,45.00,3,0,45.00,3,2,0,0,1,0,1,6,9,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,300,61
62333,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,006,TELUK BINGKAI,2,,,,,,,3,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,6,8,2,0,1,,,0,0,11.00,2,1,0,,,0,0,11.00,2,0,0,20.00,2,0,0,11.00,2,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.00,3,0,99.80,3,0,20.00,3,0,99.80,3,1,,,0,71.00,3,0,20.00,3,0,99.80,3,0,50.00,3,0,50.00,3,0,71.00,3,0,71.00,3,0,71.00,3,2,0,0,0,0,0,0,0,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,417,25
62334,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,007,LAMIN PULUT,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,0,6,8,2,0,0,14.00,2,0,0,4.00,2,1,0,,,0,0,4.00,2,0,0,32.00,3,0,0,23.00,3,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.00,4,0,99.90,4,0,32.00,4,0,99.80,4,1,,,0,83.00,4,0,32.00,4,0,99.80,4,0,51.00,4,0,51.00,4,0,83.00,4,0,83.00,4,0,83.00,4,1,1,0,0,0,0,1,0,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,40,3
62335,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,008,LAMIN TELIHAN,2,,,,,,,0,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,,,,,,,2,0,6,8,2,0,2,,,0,1,,,2,0,,,1,0,,,0,0,39.00,3,0,0,30.00,3,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,3,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.80,3,0,99.80,3,0,37.00,3,0,99.80,3,1,,,0,99.80,3,0,39.00,3,0,99.80,3,0,58.00,3,0,58.00,3,0,99.80,3,0,99.80,3,0,99.80,3,1,1,0,0,0,0,0,1,2,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,400,8
62336,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,009,KAHALA ILIR,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,0.50,1,0,0,0.30,1,0,0,0.50,1,0,0,0.60,1,0,0,10.00,2,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,4,5,7,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.00,3,0,99.80,3,0,0.60,1,0,99.80,3,0,10.00,2,0,44.00,3,0,1.00,1,0,99.80,3,0,23.00,3,0,23.00,3,0,99.80,3,0,44.00,3,0,44.00,3,2,0,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,25,62
62337,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,001,GENTING TANAH,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,1,,,0,1,,,0,1,,,0,0,40.00,2,0,0,99.8000,3,0,0,0,0,0,0,1,0,0,1,3,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00,3,0,99.90,3,0,12.00,1,0,99.80,3,1,,,0,58.00,3,0,12.00,1,0,99.80,3,0,8.00,1,0,99.80,3,0,99.80,3,0,12.00,1,0,99.80,3,2,2,0,0,0,0,2,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,710,109
62338,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,002,LOA SAKOH,1,1,0,0,0,0,0,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,3.00,1,1,0,,,0,1,,,0,0,7.00,1,0,0,33.00,1,0,0,99.8000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.00,3,0,99.80,3,0,8.00,1,0,99.80,3,1,,,0,99.80,3,0,6.00,1,0,99.80,3,0,2.00,1,0,99.80,3,0,99.80,3,0,8.00,1,0,99.80,3,1,1,0,0,0,0,1,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,56,5
