Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62317,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,011,TUNJUNGAN,1,4,6,8,2,4,6,1,2,1,0,0,0,0,0,0,0,1,60001,60369,,1,0385,0,0,0,0,1,1,0,0,0,0,4,3,2,1,MANDI-MANDI,NAIK AYUN,,,,,,1,1,1,2,0,0,3,1,3,1,3,1,4,2,4,2,3,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,3,3,3,,,2,,,20,1,0,350,2,,,99,2,0,600,2,,,20,1,0,350,2,,,99,4,0,1200,0,1,2,0,1,3,2,1,1,4,2,3,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,11,,,110,,,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,2,4,6,8,0,20.00,3,0,99.00,3,0,99.00,3,2,99.90,3,2,99.90,3,2,99.90,3,1,,,2,99.90,3,2,99.90,3,2,50.00,3
62318,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,012,MUARA SIRAN,1,4,6,8,2,4,6,1,1,2,0,0,0,0,0,0,0,1,60369,60001,70025,2,0455,1,4,5,0,1,3,0,0,0,0,4,1,2,1,MANDI-MANDI,TASMIYAHAN,,,MANDI-MANDI,,TAHLILAN,1,1,1,2,0,1,2,1,3,1,2,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,98.00,2,,,3,,,2,,,15,0,30,200,2,,,105,4,0,500,2,,,25,1,0,400,2,,,145,4,0,600,0,1,2,0,2,3,2,1,4,4,2,4,2,,2,,1,1,2,,2,2,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,25.00,1,0,25.00,3,0,15.00,3,0,15.00,3,0,25.00,3,20,,,0,15.00,3,0,10.50,4,15,,,0,10.50,4,0,15.00,3,1,4,6,8,0,25.00,3,0,10.50,3,0,10.50,3,2,10.50,4,2,25.00,3,2,15.00,3,2,15.00,3,2,25.00,3,2,25.00,3,1,,
62319,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,013,SEDULANG,1,3,5,8,2,4,6,1,2,2,0,0,0,0,0,0,0,1,60369,60001,,1,0455,0,0,0,4,0,3,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,TEPONG TAWAR,,,,,,1,1,1,9,0,1,2,1,2,1,3,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,70,2,30,600,2,,,99,4,0,1200,2,,,90,3,0,800,2,,,99,6,0,1500,0,1,2,2,1,3,3,1,4,4,2,4,1,1,1,1,1,1,2,,1,2,1,0,0,0,0,0,0,5,1,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.90,3,0,99.90,3,0,70.00,3,0,70.00,3,0,99.90,3,14,,,0,60.00,3,0,99.90,3,0,8.00,2,0,99.90,3,0,99.90,3,2,4,6,8,0,70.00,3,0,99.90,3,0,99.90,3,2,99.90,3,2,99.90,3,2,70.00,3,1,,,2,99.90,3,2,99.90,3,2,99.90,3
62320,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,014,MENAMANG KIRI,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60369,60001,70025,1,0455,0,3,1,0,2,1,0,0,0,0,4,3,2,1,MANDI-MANDIAN,NAIK AYUN,,,,,,1,1,1,3,0,0,2,1,1,1,4,1,4,2,4,2,4,1,2,1,4,2,4,2,4,1,4,2,4,2,2,70.00,3,2,1,3,,,2,,,99,3,0,500,2,,,99,4,0,800,2,,,90,3,0,500,2,,,99,6,0,1000,0,1,2,0,1,3,3,1,1,4,2,4,1,1,2,,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,7,,,7,,,0,99.90,3,3,,,0,99.90,3,0,99.90,3,2,4,6,8,0,99.90,3,0,99.90,3,0,99.90,3,2,99.90,3,2,99.90,3,2,99.90,3,1,,,2,99.90,3,2,99.90,3,2,99.90,3
62321,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,015,MENAMANG KANAN,1,4,6,8,2,4,6,1,2,1,0,0,0,0,0,0,0,2,60369,,,1,0455,0,2,1,0,0,0,1,0,0,0,4,3,2,2,,MANDI BALAI,,,,,,1,1,1,0,0,0,4,1,1,1,3,1,4,2,4,2,1,1,4,1,4,2,4,2,1,1,4,2,4,2,2,99.90,1,2,1,3,,,2,,,99,2,30,850,2,,,99,3,0,850,2,,,80,2,0,850,2,,,99,5,0,1700,0,1,2,1,1,2,2,1,1,4,2,4,1,1,2,,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,14,,,7,,,0,99.90,3,0,99.90,3,0,99.90,3,0,80.00,3,2,4,6,8,0,80.00,3,0,99.90,3,0,99.90,3,2,99.90,3,2,99.90,3,2,99.90,3,1,,,2,99.90,3,2,99.90,3,2,99.90,3
62322,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,016,LEBAHO ULAQ,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,0,0,0,0,0,0,0,0,0,0,1,3,1,1,"3,7 BULANAN",NAIK AYUN,,,,,HAUL,1,1,1,3,1,1,2,1,2,1,1,1,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,2,4,2,2,49.00,1,3,1,1,1,2,2,,,35,1,30,50,2,,,49,1,30,50,2,,,30,0,30,50,2,,,99,2,0,75,0,1,2,0,2,3,2,1,3,3,2,1,1,1,1,1,1,1,2,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,1,2,4,6,0,75.00,3,0,49.00,2,0,30.00,2,1,,,0,49.00,2,53,,,61,,,0,75.00,3,4,,,0,49.00,2,0,49.00,2,1,4,6,8,0,49.00,2,0,49.00,2,0,75.00,3,2,49.00,2,2,49.00,2,2,49.00,2,1,,,1,,,2,49.00,2,1,,
62323,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,017,KUPANG BARU,1,4,6,8,2,4,6,1,2,0,0,0,0,0,0,0,0,1,60369,70025,30012,2,0455,2,3,0,0,1,1,0,0,0,0,4,1,1,1,MANDI - MANDI,TASMIYAH,,,MANDI - MANDI,,TAHLILAN,1,1,1,2,0,0,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,2,,,3,,,2,,,67,4,0,700,2,,,165,7,0,1500,2,,,82,5,0,800,2,,,212,6,0,1000,0,1,2,0,1,3,2,1,4,4,2,4,2,,2,,1,1,2,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,0,1,2,4,6,0,82.00,3,0,82.00,3,0,82.00,3,0,21.20,3,0,82.00,3,2,,,0,99.90,3,0,99.90,3,8,,,0,99.90,3,0,67.00,3,2,4,6,8,0,92.00,4,0,16.50,4,0,16.50,4,2,21.20,3,2,82.00,3,2,67.00,3,2,67.00,3,2,67.00,3,2,82.00,3,2,60.00,3
62324,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,018,PUAN CEPAK,1,4,6,8,2,4,6,1,2,1,0,0,0,0,0,0,0,1,60369,30012,70025,1,0455,0,0,0,0,1,1,1,0,1,0,4,1,1,1,,TASMIAH,,,,,,1,1,1,10,0,0,1,1,1,1,1,1,4,2,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,2,17.00,3,1,1,3,,,2,,,59,1,30,80,2,,,82,2,15,100,2,,,37,1,0,60,2,,,98,2,30,100,0,1,2,1,1,3,4,1,4,4,2,4,2,,2,,1,1,2,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,3,0,,,,0,0,1,2,4,6,0,82.00,3,0,82.00,3,1,,,0,46.00,3,0,17.00,3,1,,,6,,,0,82.00,3,1,,,0,82.00,3,0,17.00,3,1,4,6,8,0,17.00,3,0,82.00,3,0,82.00,3,2,82.00,3,2,19.00,3,2,17.00,3,2,17.00,3,2,17.00,3,2,17.00,3,2,17.00,3
62325,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,019,BUKIT JERING,1,4,6,8,2,4,6,1,2,0,0,0,0,0,0,0,0,1,60369,60001,70025,2,0455,0,0,0,0,1,2,0,0,0,0,4,1,1,1,MANDI-MANDI,TASMIYAH,,,,,TAHLILAN,1,1,1,15,0,1,2,1,1,1,2,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,90.00,3,2,2,3,,,2,,,10,0,30,300,2,,,90,2,0,500,2,,,5,0,20,200,2,,,125,3,0,600,0,1,2,0,3,3,2,1,1,4,2,4,2,,2,,1,1,2,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,15.90,3,0,15.90,3,0,15.90,3,0,15.90,3,0,15.90,3,8,,,8,,,0,90.90,4,6,,,0,90.90,4,0,15.90,3,1,4,6,8,0,10.00,3,0,90.90,4,0,90.90,4,2,90.90,4,2,15.90,3,2,15.90,3,2,15.90,3,2,15.90,3,2,15.90,3,2,15.90,3
62326,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,020,LIANG BUAYA,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60369,60001,,1,0455,0,0,0,0,2,0,1,0,1,0,4,3,2,1,MANDI-MANDI 7 BULAN,"NAIK AYUN , TASMIYAH",,,,,,1,1,1,3,1,3,3,1,2,1,1,1,4,2,4,2,2,1,4,1,4,2,4,2,4,2,4,2,4,2,2,50.00,2,,,3,,,2,,,25,2,30,600,2,,,84,4,30,1200,2,,,40,3,0,600,2,,,99,8,30,2500,0,1,2,0,1,3,3,1,4,4,2,4,1,1,2,,1,1,1,1,2,2,2,0,0,0,0,0,0,3,0,0,0,0,2,4,0,,,,0,0,0,2,4,6,0,99.90,3,0,40.00,3,0,99.90,3,0,99.90,3,0,99.90,3,11,,,0,99.90,3,0,99.90,3,1,,,0,99.90,3,0,99.90,3,2,4,6,8,0,25.00,3,0,99.90,3,0,99.90,3,2,99.90,3,2,99.90,3,2,99.90,3,1,,,1,,,2,99.90,3,2,99.90,3
62327,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,021,CIPARI MAKMUR,1,3,5,8,1,4,6,1,3,5,0,0,0,0,0,0,0,1,30021,30012,60369,1,1167,0,1,0,0,2,3,0,0,0,0,4,2,1,1,,TASMIAHAN,,,,,,1,1,1,8,0,1,3,1,1,1,1,1,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,1,4,2,2,16.00,1,1,1,1,1,2,2,,,38,1,30,50,2,,,48,1,45,80,2,,,33,1,0,40,1,2,2,71,2,15,50,0,1,2,0,2,2,1,1,4,4,2,4,1,2,1,1,1,1,1,1,1,2,2,0,3,0,0,0,0,1,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,49.00,2,0,49.00,2,0,3.00,2,0,29.00,2,0,12.00,2,10,,,2,,,0,48.00,2,2,,,0,48.00,2,0,11.00,2,1,4,6,8,0,3.00,2,0,48.00,2,0,48.00,2,2,48.00,2,2,3.00,2,2,3.00,2,1,,,1,,,2,3.00,2,2,1.00,2
62328,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,001,SEMAYANG,1,4,6,8,2,4,6,1,2,2,0,0,0,0,0,0,0,2,60369,,,1,0455,1,0,1,0,1,1,0,0,0,0,4,3,2,1,-,TASMIYAH,-,-,SYUKURAN,-,TAHLILAN,1,1,1,1,0,1,4,2,1,1,1,1,4,2,4,2,1,1,1,1,4,2,4,2,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,38,2,0,250,2,,,95,3,0,400,2,,,21,1,0,250,2,,,125,6,0,700,0,1,2,0,2,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,1,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,11,,,0,99.80,3,0,99.80,3,0,3.00,2,0,99.80,3,0,24.00,3,2,4,6,8,0,24.00,3,0,99.80,3,0,99.80,3,2,99.80,3,2,99.80,3,2,99.80,3,1,,,2,99.80,3,2,99.80,3,2,99.80,3
62329,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,002,TUBUHAN,1,4,6,8,2,4,6,1,2,0,0,0,0,0,0,0,0,1,60369,60001,,2,0455,0,0,1,0,0,0,0,0,0,0,4,3,2,2,MITONI,TASMIAH,PELAS DESA,,JAGA PACAR,,TAHLILAN,1,1,1,3,0,0,2,1,4,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,30,1,0,250,2,,,103,4,0,400,2,,,29,1,0,250,2,,,133,8,0,650,0,1,2,0,1,3,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.80,4,0,99.80,4,0,99.80,3,1,,,0,99.80,3,15,,,0,99.80,3,0,99.80,4,3,,,0,99.80,4,0,35.00,3,1,4,6,7,0,35.00,3,0,35.00,3,0,35.00,3,2,40.00,3,2,40.00,3,2,40.00,3,2,40.00,3,2,40.00,3,2,40.00,3,2,40.00,3
62330,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,003,TELUK MUDA,1,4,6,8,2,4,6,1,1,2,0,0,0,0,0,0,0,1,60369,30012,60001,2,0455,0,1,0,0,0,3,0,0,0,0,4,3,1,1,-,NAIK AYUN,-,-,JAGA PACAR,PELAS KAMPUNG,-,1,1,1,7,0,3,1,1,2,1,3,1,4,2,4,2,3,1,2,1,4,2,4,2,4,2,4,2,4,2,2,99.90,1,3,2,3,,,2,,,30,2,15,100,2,,,105,4,0,500,2,,,30,2,15,100,2,,,165,4,0,500,0,1,2,0,1,3,4,1,2,4,2,4,2,,2,,1,1,1,1,2,2,1,0,0,0,0,0,10,2,1,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,27.00,3,0,27.00,3,0,27.00,3,1,,,0,99.80,3,7,,,0,99.80,3,0,99.80,3,3,,,0,99.70,3,0,27.00,3,1,4,6,7,0,40.00,3,0,14.50,3,0,14.50,3,2,99.80,3,2,99.80,3,2,99.80,3,1,,,2,99.80,3,2,99.80,3,2,99.80,3
62331,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,004,TUANA TUHA,1,4,6,8,2,4,6,1,2,3,0,0,0,0,0,0,0,1,60369,30012,60029,2,0455,0,2,1,0,2,0,0,3,0,0,4,3,2,2,-,TASMIYAH,-,-,SYUKURAN,-,TAHLILAN,1,1,1,4,0,0,1,1,4,2,1,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,8,0,20,20,2,,,70,3,30,450,2,,,20,0,30,100,2,,,137,7,0,650,0,1,2,1,1,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10,300,3,0,0,0,2,3,4,2,0,2,0,0,0,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,3,,,0,99.80,3,17,,,17,,,0,99.80,3,7,,,0,99.80,3,0,13.00,3,2,4,6,8,0,8.00,2,0,99.90,3,0,99.90,3,2,8.00,2,2,30.00,2,2,18.00,2,1,,,1,,,2,18.00,2,1,,
62332,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,005,KAHALA,1,3,6,8,2,4,6,1,2,3,2,0,0,0,0,0,0,1,60369,50034,30012,1,0455,0,0,0,0,0,1,1,0,0,0,2,1,1,1,-,TASMIYAH,-,-,SUKURAN,-,TAHLILAN,1,1,5,3,2,2,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,99.90,3,2,2,3,,,6,,,1,0,10,10,2,,,155,6,0,500,2,,,20,1,0,125,2,,,185,9,0,800,0,1,2,2,2,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,6,1,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,10,,,0,99.80,3,0,99.80,3,6,,,0,99.80,3,4,,,2,4,6,8,1,,,0,99.80,3,0,99.80,3,2,99.80,3,2,99.80,3,2,99.80,3,1,,,2,99.80,3,2,99.80,3,2,99.80,3
62333,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,006,TELUK BINGKAI,1,3,5,8,2,4,6,2,0,0,4,0,0,0,0,0,0,1,60291,50025,,1,0475,1,1,1,1,0,6,4,0,0,0,4,3,2,2,-,-,-,-,NIKAH ADAT,TANDADI JALAN,KUAKAL,1,1,5,1,0,0,1,1,1,1,1,1,4,2,4,2,2,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,20,1,0,50,2,,,185,6,0,500,2,,,31,2,0,150,2,,,215,9,0,800,0,1,2,0,2,3,3,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,3,5,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,20,,,0,99.80,3,0,99.80,3,1,,,0,99.80,3,0,20.00,3,2,4,6,8,0,99.90,3,0,99.80,3,0,99.80,3,2,99.80,3,2,99.80,3,2,99.80,3,1,,,2,99.80,3,2,99.80,3,2,99.80,3
62334,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,007,LAMIN PULUT,1,3,5,8,2,4,6,2,0,1,2,0,0,0,0,0,0,1,60005,60369,30012,2,0088,1,0,0,0,1,0,1,0,0,0,4,3,1,1,,,,,,,,1,1,1,1,0,0,1,2,1,2,1,2,4,2,4,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,1,2,3,,,2,,,32,1,0,100,2,,,183,5,0,600,2,,,43,2,0,200,2,,,213,9,0,900,0,1,2,0,2,3,2,1,4,4,2,4,1,1,2,,1,1,2,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,5,,,0,99.80,3,0,99.80,3,0,6.00,1,0,99.80,3,0,32.00,3,2,4,6,8,0,99.90,4,0,99.80,4,0,99.80,4,2,99.80,3,2,99.80,3,2,99.80,3,2,99.90,3,2,99.80,3,2,99.80,3,2,99.80,3
62335,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,008,LAMIN TELIHAN,1,3,5,8,2,4,6,3,0,0,3,1,0,0,0,0,0,1,60291,60127,50034,1,0475,0,0,0,0,0,2,2,0,2,0,2,2,1,1,-,SYUKURAN,-,-,NANDAK,-,IBADAH 3 HARI,1,1,1,1,0,0,1,2,1,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,50.00,1,2,2,3,,,2,,,32,1,0,200,2,,,191,6,0,600,2,,,50,2,0,250,2,,,221,9,0,950,0,1,2,0,1,1,2,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,2,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,5,,,0,99.80,3,0,99.80,3,1,,,0,99.80,3,0,39.00,3,2,4,6,8,0,37.00,3,0,99.80,3,0,99.80,3,2,99.80,3,2,99.80,3,2,99.80,3,2,3.00,2,2,99.80,3,2,99.80,3,2,99.80,3
62336,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,009,KAHALA ILIR,1,3,6,8,2,4,6,1,0,2,0,0,0,0,0,0,0,1,60369,30012,70025,1,0455,1,1,1,0,0,1,0,0,0,0,4,1,1,1,-,TASMIYAH,-,-,SYUKURAN,-,TAHLILAN,1,1,1,4,0,0,4,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,2,2,3,,,2,,,1,0,10,5,2,,,154,4,0,500,2,,,21,1,0,100,2,,,184,8,0,800,0,1,2,0,2,2,2,1,4,3,2,4,1,1,1,1,1,1,2,,1,1,1,0,0,0,0,0,10,0,1,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,99.80,3,0,99.80,3,0,99.80,3,1,,,0,99.80,3,15,,,0,99.80,3,0,99.80,3,3,,,0,99.80,3,1,,,1,4,5,7,1,,,0,44.00,3,0,44.00,3,2,99.80,3,2,44.00,3,2,44.00,3,2,44.00,3,2,99.80,3,2,99.80,3,2,99.80,3
62337,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,001,GENTING TANAH,1,4,6,8,2,4,6,1,1,5,0,0,0,0,0,0,0,1,60369,70025,60001,1,0455,1,3,6,4,0,5,1,0,0,0,4,3,2,1,,,,,,,,1,1,1,7,0,0,1,1,1,1,4,2,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,1,1,2,2,1,1,2,,,12,0,20,100,2,,,9999,5,30,950,2,,,24,1,0,250,2,,,9999,5,30,1300,0,1,2,2,1,1,2,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,2,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,48.00,2,0,48.00,3,0,48.00,3,1,,,0,99.80,3,8,,,6,,,0,99.80,3,2,,,0,99.80,3,0,8.00,1,2,4,6,8,0,12.00,1,0,99.80,3,0,99.80,3,2,99.80,3,2,48.00,3,2,12.00,1,1,,,1,,,2,99.80,3,2,99.80,3
62338,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,002,LOA SAKOH,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60369,60001,30012,2,0455,0,0,0,1,0,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,2,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,3,1,2,3,,,2,,,8,0,15,20,2,,,9999,5,40,850,2,,,31,1,5,250,2,,,9999,5,40,1100,0,1,2,1,1,2,2,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,2,4,6,0,42.00,2,0,99.80,3,0,2.00,2,0,2.00,2,0,99.80,3,12,,,0,99.80,3,0,99.80,3,1,,,0,99.80,3,0,2.00,2,1,4,6,7,0,10.00,1,0,99.80,3,0,99.80,3,2,99.80,3,2,53.00,3,2,9.00,1,2,2.00,1,2,2.00,1,2,99.80,3,2,99.80,3
62339,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,003,HAMBAU,1,4,6,8,2,4,6,1,4,0,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,3,3,5,3,0,0,4,0,0,0,4,3,1,1,,,,,,,,1,1,1,3,0,0,1,2,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,1,1,1,3,,,2,,,5,0,10,20,2,,,9999,6,0,850,2,,,16,1,30,250,2,,,9999,6,0,1100,0,1,2,0,1,2,2,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,2,4,6,0,40.00,2,0,40.00,2,1,,,1,,,0,99.80,3,14,,,5,,,0,99.80,3,7,,,0,99.80,3,1,,,2,4,6,8,0,8.00,1,0,99.80,3,0,99.80,3,2,99.90,3,2,99.80,3,2,8.00,1,1,,,1,,,2,99.90,3,2,99.90,3
