Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62216,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,008,SUKABUMI,1,3,5,8,2,4,6,1,4,3,1,0,0,0,0,0,0,1,30012,30018,50071,1,1167,0,0,0,0,0,0,0,0,0,0,4,3,1,1,MITONI,0,0,0,0,0,0,1,1,0,8,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,80.00,1,3,1,3,,,2,,,35,0,30,150,2,,,57,1,30,300,2,,,50,1,0,100,2,,,112,2,30,500,0,1,2,0,1,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,35.00,2,0,35.00,2,0,35.00,2,1,,,0,35.00,2,6,,,2,,,0,35.00,2,0,35.00,2,0,85.00,3,0,35.00,2,1,4,6,7,0,35.00,2,0,57.00,3,0,35.00,2,2,35.00,2,2,35.00,2,2,35.00,2,1,,,2,35.00,2,2,35.00,2,2,35.00,2
62217,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,009,SARINADI,1,3,5,8,2,4,6,1,3,3,1,0,0,0,0,0,0,1,30012,60369,10007,1,0088,0,0,1,0,3,1,2,0,0,0,4,3,1,1,,,,,,,,1,1,1,13,2,0,2,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,80.00,1,2,1,3,,,2,,,40,0,45,150,2,,,52,1,0,300,2,,,45,0,50,100,2,,,95,1,30,500,0,1,2,0,0,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,40.00,2,0,40.00,2,1,,,1,,,0,40.00,2,12,,,2,,,0,40.00,2,2,,,0,40.00,2,0,40.00,2,1,4,6,7,0,50.00,2,0,50.00,2,0,40.00,2,2,40.00,2,2,40.00,2,2,50.00,2,1,,,2,40.00,2,2,40.00,2,2,40.00,2
62218,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,010,SUMBER SARI,1,3,5,7,2,4,6,1,3,4,1,0,0,0,0,0,0,1,30012,60369,30021,1,0088,2,0,3,0,3,0,1,0,0,0,4,3,1,1,MITONI,NAIK AYUN,0,0,0,0,0,1,1,0,14,0,0,2,1,4,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,99.90,1,1,1,1,1,1,2,,,30,0,30,150,2,,,80,1,30,350,2,,,35,0,30,200,2,,,120,3,0,500,0,1,2,0,1,2,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,1,,,0,15.00,2,0,15.00,2,1,,,0,15.00,2,20,,,3,,,0,40.00,2,6,,,0,85.00,2,0,85.00,2,1,4,6,7,0,25.00,2,0,70.00,2,0,30.00,2,2,70.00,2,2,30.00,2,2,25.00,2,1,,,1,,,2,25.00,2,1,,
62219,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,011,KOTA BANGUN ULU,1,3,5,8,2,4,5,1,3,8,1,1,0,0,0,0,0,1,60369,60001,30012,1,0455,1,0,0,4,8,1,0,0,3,0,4,2,2,1,,PELAS BIDAN,,,,,,1,1,1,1,0,3,1,1,1,2,1,1,1,2,1,2,4,2,1,1,4,2,4,1,4,2,4,2,4,2,2,85.00,1,1,1,1,1,2,2,,,1,0,10,10,3,2,2,85,2,0,250,3,2,2,30,1,0,50,3,2,2,116,3,0,350,25,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,3,0,0,5,0,0,0,0,1,3,0,,,,0,1,0,2,4,5,1,,,1,,,1,,,1,,,1,,,18,,,3,,,1,,,30,,,0,85.00,3,6,,,1,4,6,8,2,,,0,85.00,3,1,,,2,99.90,3,1,,,1,,,1,,,1,,,1,,,1,,
62220,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,012,LOLENG,1,3,5,8,2,4,6,1,3,5,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,1,0,0,3,2,0,0,0,0,0,4,2,1,1,,,,,,,,1,1,1,3,0,2,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,1,1,1,4,2,4,2,2,85.00,1,1,1,1,1,2,2,,,16,0,15,20,3,2,2,68,2,0,250,2,,,20,0,30,30,3,2,2,120,3,0,350,0,3,2,1,1,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,2,2,2,0,2,1,0,0,60,0,0,0,0,0,1,3,0,,,,0,0,1,2,4,6,0,19.00,2,0,19.00,2,0,19.00,2,1,,,0,19.00,2,30,,,3,,,0,69.00,2,3,,,0,69.00,2,0,19.00,2,1,4,6,8,0,19.00,2,0,69.00,2,0,19.00,2,2,70.00,2,2,16.00,2,2,19.00,2,1,,,2,19.00,2,2,19.00,2,1,,
62221,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,013,LIANG ILIR,1,3,6,8,2,4,6,1,2,4,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,0,0,1,0,4,2,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,9,0,7,2,1,1,1,1,1,4,2,4,2,1,2,1,1,4,2,4,2,4,2,1,1,4,2,1,,1,1,2,3,,,2,,,8,0,20,100,3,3,2,89,1,30,600,3,3,2,30,1,0,150,3,3,2,136,3,0,1000,0,1,2,1,3,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,2,4,6,0,7.00,2,0,7.00,2,0,7.00,2,0,7.00,2,0,10.00,2,25,,,2,,,0,7.00,2,7,,,0,85.00,2,0,7.00,2,1,4,6,8,0,10.00,2,0,98.00,2,0,6.00,2,2,98.00,2,2,10.00,2,1,,,1,,,1,,,2,7.00,2,1,,
62222,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,014,KOTA BANGUN ILIR,1,3,6,8,2,4,6,1,1,3,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,1,2,2,0,4,0,3,0,0,0,4,2,2,1,,,,,,,,1,1,1,2,0,3,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,10.00,1,1,1,2,1,2,2,,,3,5,0,20,3,2,2,85,2,0,250,2,,,50,1,0,50,3,2,2,125,3,0,350,50,1,1,1,2,1,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,27,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,1.00,2,0,1.00,2,0,1.00,2,0,1.00,2,0,2.00,2,35,,,5,,,0,85.00,3,12,,,0,85.00,3,2,,,1,4,6,8,0,2.00,2,0,85.00,3,0,2.00,2,2,85.00,3,2,2.00,2,2,1.00,2,1,,,1,,,1,,,1,,
62223,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,015,PELA,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60001,60369,70025,1,0385,0,0,0,0,3,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,6,0,4,1,1,1,1,1,1,4,2,4,2,1,1,1,1,4,2,1,1,4,2,4,2,4,2,2,99.00,3,4,2,2,1,2,2,,,10,0,15,110,3,2,2,93,1,40,620,3,2,2,28,0,50,160,3,2,2,130,2,30,1000,0,1,2,0,2,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,2,2,4,6,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,6,,,1,,,0,6.00,2,1,,,0,5.00,2,0,5.00,2,1,4,6,7,0,13.00,2,0,98.50,2,0,8.50,2,2,98.50,2,2,13.00,2,2,9.50,2,2,2.50,2,2,5.50,2,2,7.50,2,2,8.00,2
62224,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,016,MUHURAN,1,4,6,8,2,4,6,1,1,0,0,0,0,0,0,0,0,1,60369,60001,70025,2,0455,0,15,0,0,5,4,1,0,0,0,4,3,1,1,,,,,,,,1,1,1,9,0,3,1,1,1,1,3,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,1,4,2,2,15.00,3,1,2,3,,,2,,,17,0,21,200,3,3,2,100,1,51,750,3,3,2,32,1,0,300,3,3,2,126,2,50,1000,0,1,2,0,2,3,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,6,,,0,15.00,2,0,20.00,2,2,,,0,20.00,2,0,20.00,2,1,4,6,7,0,20.00,2,0,98.00,3,0,16.00,2,2,98.00,3,2,20.00,2,2,20.00,2,2,15.00,2,2,15.00,2,2,11.00,2,2,15.50,2
62225,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,017,KOTA BANGUN SEBERANG,1,4,6,8,2,4,6,1,1,4,0,0,0,0,0,0,0,1,60369,60001,30012,2,0455,1,7,1,0,12,10,0,0,0,1,4,3,1,1,,,,,,,,1,1,1,5,0,20,1,1,1,1,1,1,4,2,4,2,4,2,1,1,4,2,1,1,4,2,1,1,1,1,2,99.00,3,3,2,2,1,2,3,5,3,3,0,10,50,3,2,2,85,1,30,610,3,2,2,16,0,45,100,3,2,2,125,2,30,1100,0,1,2,1,3,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,2.00,2,0,2.00,2,0,2.00,2,0,2.00,2,0,2.00,2,18,,,2,,,0,85.00,3,2,,,0,85.00,3,0,2.00,2,1,4,6,8,0,2.00,2,0,85.00,3,0,2.00,2,2,99.90,3,2,2.00,2,2,2.00,2,1,,,2,2.00,2,2,2.00,2,2,2.00,2
62226,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,018,KEDANG MURUNG,1,3,6,8,2,4,6,1,2,5,0,1,0,0,0,0,0,1,60369,60001,60005,2,0455,0,0,0,0,1,2,0,0,0,1,4,3,1,1,,,,,,,,1,1,1,5,0,3,3,1,1,1,4,2,4,2,4,2,1,1,1,1,4,2,4,2,4,2,1,1,4,2,2,8.00,1,4,2,3,,,2,,,3,0,10,25,3,3,2,85,1,30,600,3,3,2,16,0,45,150,3,3,2,125,2,30,1000,0,1,2,0,3,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2,3,0,,,,1,0,0,2,4,5,1,,,1,,,0,2.00,2,0,2.00,2,0,2.00,2,50,,,1,,,0,85.00,3,3,,,0,85.00,2,0,1.00,2,1,4,6,8,0,4.00,2,0,98.00,3,0,5.50,2,2,98.00,3,2,4.00,2,2,3.00,2,2,3.00,2,2,5.00,2,2,7.00,2,2,4.00,2
62227,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,019,LIANG ULU,1,4,6,8,2,4,6,1,0,2,0,0,0,0,0,0,0,1,60369,60001,30012,1,0460,0,0,0,2,2,1,1,0,0,0,4,3,2,1,,,,,,,,1,1,1,3,0,3,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,1,2,4,2,4,2,2,99.90,1,1,1,2,1,2,3,1,1,5,0,15,20,3,2,2,86,2,5,250,3,2,2,80,2,0,300,3,2,2,130,3,5,350,0,1,2,2,2,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,9,,,1,,,0,5.00,2,5,,,0,88.00,3,0,5.00,2,2,4,6,8,0,5.00,2,0,88.00,3,0,5.00,2,2,99.90,3,2,5.00,2,2,5.00,2,2,3.00,2,2,3.00,2,2,3.00,2,2,3.00,2
62228,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,020,SEBELIMBINGAN,1,4,6,8,2,4,6,1,1,0,0,0,0,0,0,0,0,1,60369,60001,30012,2,0455,0,0,0,0,3,1,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,5,0,1,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,99.00,3,2,2,3,,,2,,,25,0,30,225,3,3,2,109,2,0,750,3,3,2,41,1,10,250,3,3,2,135,3,0,1000,0,1,2,0,2,3,3,1,1,4,1,4,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,28.00,2,11,,,0,20.00,2,0,25.00,2,2,,,0,99.90,2,0,25.00,2,1,4,6,8,0,23.00,2,0,98.00,2,0,19.00,2,2,99.90,2,2,23.00,2,2,23.00,2,1,,,2,25.00,2,2,25.00,2,2,23.00,2
62229,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,021,SANGKULIMAN,1,4,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60001,60369,70025,1,0385,0,1,0,0,2,2,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,16,0,2,1,1,1,1,1,1,4,2,4,2,1,1,1,1,4,2,1,1,4,2,1,1,4,2,2,15.80,3,1,2,2,1,2,3,3,2,10,0,15,100,3,3,2,93,1,35,610,3,3,2,28,0,45,150,3,3,2,130,2,30,1000,0,1,2,0,3,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,3.00,2,0,3.00,2,0,3.00,2,1,,,0,3.00,2,10,,,0,3.00,2,0,7.00,2,0,4.00,2,0,98.00,3,0,7.00,2,1,4,6,7,0,12.50,2,0,98.00,3,0,8.00,2,2,98.00,2,2,12.50,2,2,9.00,2,2,2.00,2,2,5.00,2,2,7.00,2,2,7.50,2
62230,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,001,JAHAB,1,3,5,7,1,4,6,2,1,4,4,1,0,0,0,0,0,1,60005,70199,60369,1,0428,1,1,2,1,3,2,1,0,0,0,4,2,1,1,MANDI MANDI,NAIK AYUN,,,NYORONG,,KWANGKAI,1,1,1,5,0,3,1,2,1,2,1,2,4,2,4,2,4,2,1,2,4,2,4,2,4,2,4,2,4,2,2,10.00,1,1,1,1,1,2,3,3,1,14,0,30,25,3,3,1,12,0,25,25,3,3,1,25,1,0,50,3,3,2,50,1,30,100,0,1,2,2,3,2,2,1,3,1,2,3,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,1,,,0,10.00,2,0,9.00,2,1,,,0,10.00,2,130,,,70,,,1,,,20,,,0,8.00,2,0,9.00,2,1,4,5,7,1,,,0,10.00,2,0,10.00,2,2,10.00,2,2,10.00,2,1,,,1,,,1,,,2,10.00,2,1,,
62231,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,002,BUKIT BIRU,1,3,6,8,2,4,6,1,4,17,1,0,0,0,0,0,0,1,30012,30018,60369,1,0088,2,3,3,0,5,6,3,0,0,0,4,2,1,1,MANDI TUJUH BULANAN,TASMIYAH,,,,,TAHLILAN,1,1,1,6,0,44,1,1,1,2,1,2,4,2,4,2,4,2,4,2,1,2,1,1,4,2,4,2,4,2,2,2.00,1,1,1,2,2,2,3,1,1,3,0,10,25,3,1,1,3,0,10,25,3,1,1,7,0,15,40,3,3,2,35,1,0,100,0,1,2,6,4,2,2,1,2,4,1,4,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,10,0,3,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,0,5.00,2,0,6.00,2,0,7.00,2,1,,,0,4.00,2,70,,,2,,,0,2.00,2,30,,,0,2.00,2,0,4.00,2,1,4,6,7,0,4.00,2,0,4.00,2,0,4.00,2,2,6.00,2,2,4.00,2,2,5.00,2,1,,,1,,,2,5.00,2,2,4.00,2
62232,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,003,TIMBAU,1,3,5,7,1,4,6,1,12,22,0,0,0,0,0,0,0,1,60369,30012,70025,1,0455,2,4,1,3,16,10,6,23,0,0,3,2,1,1,MANDI 7 BULAN,NAIK AYUN,,,BESORON TANDA,,TAHLILAN,1,1,0,4,0,11,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,4,2,1,,3,1,1,2,1,2,3,1,1,1,0,5,5,3,1,1,1,0,10,7,3,1,1,15,0,30,25,3,3,2,25,1,0,50,0,1,1,6,4,2,2,1,2,4,1,1,1,2,1,2,1,2,1,1,1,1,1,0,1,0,5,1,2,10,0,0,0,0,1,3,3,0,0,3,0,0,0,2,4,5,1,,,0,7.00,1,0,5.00,1,2,,,2,,,35,,,10,,,7,,,99,,,4,,,3,,,1,4,6,7,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62233,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,004,MELAYU,1,3,5,7,1,3,6,1,7,13,3,2,0,0,0,0,0,1,60369,30012,70025,1,0455,0,1,1,1,16,1,2,0,3,0,2,2,2,1,TUJUH BULANAN,NAIK AYUN,,,BEDATANG,,TAHLILAN,1,1,0,3,0,49,4,2,1,1,1,1,4,2,1,2,1,2,1,1,4,2,1,1,4,2,1,1,1,1,2,2.00,3,1,1,2,1,1,7,1,1,3,0,10,15,7,1,1,5,0,15,20,3,3,1,15,0,30,50,3,3,1,45,1,30,1,0,1,1,8,4,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,0,1,4,32,0,3,12,0,0,0,0,1,3,0,,,,0,7,0,2,4,5,6,,,1,,,0,4.00,2,7,,,2,,,215,,,164,,,6,,,16,,,5,,,3,,,1,4,5,7,3,,,3,,,0,2.00,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,
62234,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,005,LOA IPUH,1,3,5,7,1,3,6,1,11,14,3,3,0,1,0,0,0,1,60369,30012,70025,1,0455,7,5,6,3,21,10,4,0,1,0,4,3,1,1,MANDI-MANDI,NAIK AYUN,,,NYORONG TANDA,,TAHLILAN,1,1,1,3,0,30,1,2,1,2,1,1,4,2,1,2,1,2,1,1,4,2,1,1,4,2,1,1,4,2,1,,3,1,1,2,1,1,3,3,1,3,0,5,20,3,3,1,4,0,7,25,3,3,1,15,0,20,50,3,3,1,50,1,20,100,0,1,1,10,4,2,2,1,1,4,1,1,1,2,1,2,1,2,1,1,1,1,1,0,1,0,2,2,15,20,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,0,3.00,1,0,3.00,1,2,,,7,,,5,,,420,,,50,,,0,5.00,1,22,,,3,,,0,3.00,1,1,4,6,7,0,2.00,1,0,2.00,1,0,5.00,1,2,2.00,2,2,3.00,2,1,,,1,,,1,,,1,,,1,,
62235,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,006,MALUHU,1,3,5,8,1,4,6,1,4,18,1,1,0,0,0,0,0,1,30012,60369,60001,1,0088,5,9,1,0,1,3,2,0,3,0,4,3,1,1,TUJUH BULANAN,TASMIYAH,,,,,TAHLILAN,1,1,1,16,0,1,1,1,1,1,1,2,4,2,4,2,1,2,1,1,4,2,1,1,1,2,1,2,2,2,2,4.00,1,1,1,2,1,2,3,1,1,5,0,10,20,3,1,1,6,0,12,25,3,3,1,16,0,30,50,3,3,1,40,1,30,100,0,1,2,2,4,1,2,1,1,4,1,4,1,2,1,2,1,2,1,1,1,1,1,0,2,0,0,4,0,10,1,0,0,0,2,3,0,,,,0,1,0,2,4,5,0,4.00,2,0,4.00,2,0,3.00,2,1,,,0,3.00,2,40,,,1,,,0,5.00,2,20,,,0,3.00,2,0,3.00,2,1,4,6,7,0,3.00,2,0,3.00,2,0,4.00,2,2,4.00,2,2,4.00,2,2,3.00,2,1,,,1,,,1,,,1,,
62236,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,007,PANJI,1,3,5,7,1,4,6,1,2,14,0,0,0,0,0,0,0,1,60369,60001,30012,1,0455,0,0,0,0,14,5,0,0,0,0,1,1,1,1,MANDI TUJUH BULANAN,TASMIYAH,,,MANDI PENGANTIN,,TAHLILAN,1,1,1,3,0,1,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,2,2,6.00,1,1,1,3,,,2,,,11,0,15,8,2,,,12,0,10,8,2,,,25,0,45,25,2,,,35,1,0,50,0,1,2,0,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,0,0,0,3,0,3,3,0,0,0,0,2,3,2,0,2,2,1,0,1,2,4,5,0,1.00,2,0,1.00,2,0,1.00,2,1,,,2,,,30,,,2,,,0,2.00,1,8,,,1,,,1,,,1,4,5,7,0,2.00,2,0,3.00,2,0,2.00,2,2,2.00,2,2,2.00,2,2,1.00,2,1,,,1,,,1,,,2,2.00,2
62237,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,008,SUKARAME,1,3,5,7,1,3,6,1,2,4,0,0,0,0,0,0,0,1,60036,30012,60001,1,0455,0,0,0,0,0,4,0,0,0,0,1,1,1,1,MANDI 7 BULANAN,TASMIYAHAN,,,MANDI2 PENGANTIN,,TAHLILAN,1,1,1,0,0,0,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,4,2,4,2,1,1,4,2,2,6.00,1,1,1,2,1,2,2,,,10,0,15,8,2,,,11,0,20,8,2,,,21,1,5,15,2,,,36,1,10,15,0,1,2,1,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,,,,0,1,0,2,4,5,1,,,0,6.00,2,0,6.00,2,1,,,0,1.00,2,27,,,5,,,0,2.00,2,16,,,0,2.00,2,0,2.00,2,1,4,6,7,0,3.00,2,0,7.00,2,0,3.00,2,2,4.00,2,2,4.00,2,2,1.00,2,1,,,1,,,2,4.00,2,2,4.00,2
62238,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,009,BARU,1,3,5,7,2,4,6,1,2,6,0,0,0,0,0,0,0,1,60369,30012,60001,1,0455,1,0,1,1,0,4,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,TASMIYAHAN,,,MANDI2 PENGANTIN,,TAHLILAN,1,1,1,1,0,0,1,1,1,1,1,1,1,2,4,2,1,1,1,1,4,2,1,1,4,2,1,1,4,2,2,7.00,1,1,1,1,1,2,2,,,11,0,15,8,2,,,12,0,20,8,2,,,20,1,0,15,2,,,35,1,5,15,0,1,2,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,1.00,1,0,1.00,1,0,1.00,1,1,,,2,,,52,,,3,,,2,,,15,,,0,4.00,1,0,4.00,1,1,4,6,7,1,,,0,11.00,2,0,6.00,1,2,2.00,1,2,3.00,1,1,,,1,,,1,,,1,,,2,2.00,1
62239,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,010,MANGKURAWANG,1,3,5,7,1,3,6,1,3,8,1,0,0,0,0,0,0,1,60369,30012,70199,1,0455,4,0,2,0,16,14,0,0,0,0,4,3,1,1,MANDI-MANDI 7 BULANAN,TASMIYAH,,,MANDI-MANDI PENGANTIN,,TAHLILAN,1,1,1,5,0,0,1,1,1,1,1,1,1,1,4,2,1,1,4,1,4,1,1,1,4,2,4,1,4,2,2,5.00,1,1,1,1,1,2,2,,,9,0,20,8,2,,,10,0,25,8,2,,,25,1,5,15,2,,,6,1,10,15,30,1,1,2,5,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,2,0,14,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,2,4,6,1,,,1,,,0,7.00,1,0,2.00,1,5,,,33,,,12,,,10,,,35,,,0,5.00,1,0,5.00,1,1,4,5,7,2,,,0,7.00,1,1,,,2,5.00,1,1,,,1,,,1,,,1,,,1,,,1,,
