Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R1301A,R1301B1K2,R1301B1K3,R1301B1K4,R1301B1K5,R1301B2K2,R1301B2K3,R1301B2K4,R1301B2K5,R1301B3K2,R1301B3K3,R1301B3K4,R1301B3K5,R1301B4K2,R1301B4K3,R1301B4K4,R1301B4K5,R1301B5K2,R1301B5K3,R1301B5K4,R1301B5K5,R1301B6K2,R1301B6K3,R1301B6K4,R1301B6K5,R1301B7K2,R1301B7K3,R1301B7K4,R1301B7K5,R1302A,R1302B,R1303A01K3,R1303A01K4,R1303A02K3,R1303A02K4,R1303A03K3,R1303A03K4,R1303A04K3,R1303A04K4,R1303A05K3,R1303A05K4,R1303A06K3,R1303A06K4,R1303A07K3,R1303A07K4,R1303A08K3,R1303A08K4,R1303A09K3,R1303A09K4,R1303A10K3,R1303A10K4,R1303A11K3,R1303A11K4,R1303B,R1304A,R1304B,R1304C,R1304D,R1304E,R1305,R1306A,R1306B1,R1306B2,R1306C1,R1306C2,R1307,R1308A,R1308B,R1309,R1403A,R1403B,R1404B,R1404C,R1404D,R1404E,R1405A1,R1405A2K1,R1405A2K2,R1405B,R1405C,R1405D,R1406A,R1406B,R1407,R1601A1K2,R1601A1K3,R1601A1K4,R1601A1K5,R1601A2K2,R1601A2K3,R1601A2K4,R1601A2K5,R1601A3K2,R1601A3K3,R1601A3K4,R1601A3K5,R1601A4K2,R1601A4K3,R1601A4K4,R1601A4K5,R1601A5K2,R1601A5K3,R1601A5K4,R1601A5K5,R1601A6K2,R1601A6K3,R1601A6K4,R1601A6K5,R1601A7K2,R1601A7K3,R1601A7K4,R1601A7K5,R1601A8K2,R1601A8K3,R1601A8K4,R1601A8K5,R1601A9K2,R1601A9K3,R1601A9K4,R1601A9K5,R1601A10K2,R1601A10K3,R1601A10K4,R1601A10K5,R1601B1K2,R1601B1K3,R1601B1K4,R1601B1K5,R1601B2K2,R1601B2K3,R1601B2K4,R1601B2K5,R1601B3K2,R1601B3K3,R1601B3K4,R1601B3K5,R1601B4K2,R1601B4K3,R1601B4K4,R1601B4K5,R1601B5K2,R1601B5K3,R1601B5K4,R1601B5K5,R1601B6K2,R1601B6K3,R1601B6K4,R1601B6K5,R1601B7K2,R1601B7K3,R1601B7K4,R1601B7K5,R1601B8K2,R1601B8K3,R1601B8K4,R1601B8K5,R1601B9K2,R1601B9K3,R1601B9K4,R1601B9K5,R1601B10K2,R1601B10K3,R1601B10K4,R1601B10K5,R1701AK2,R1701AK3,R1701AK4,R1701AK5,R1701BK2,R1701BK3,R1701BK4,R1701BK5,R1702A,R1702B,R1702C,R1702D
62324,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,018,PUAN CEPAK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,8,2,8,2,,,19.00,3,0,2,4,2,3,2,1,1,1,1,1,2017,2022,3,4,6,2,3,2,1,1,32,32,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,3,1,1,8,8,2,,,,1,53,1,5,1,46,1,4,6,7,4,8
62325,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,019,BUKIT JERING,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,8,2,10,2,,,10.00,3,0,2,4,2,3,1,1,1,3,1,1,2017,2022,3,6,4,2,4,1,1,1,32,8,2,,,,1,1,32,32,1,8,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,1,1,32,32,2,,,,1,8,32,32,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,38,1,4,1,39,1,7,2,10,9,10
62326,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,020,LIANG BUAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,1,1,3,5,7,2,10,2,,,25.00,3,0,2,4,2,2,1,1,1,3,2,1,2017,2022,3,3,2,2,4,1,1,8,32,8,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,42,1,5,2,,,,15,5,9,10
62327,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,021,CIPARI MAKMUR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,1,1,2,,2,,1,3,1,1,2,,2,,2,,1,1,3,6,7,1,0,2,,,14.00,2,0,2,4,2,3,3,1,1,3,1,1,2013,2018,3,10,2,1,3,1,1,1,32,32,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,56,1,4,1,31,1,5,4,7,14,10
62328,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,001,SEMAYANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,1,3,5,7,1,10,2,,,30.00,3,0,2,4,2,1,1,1,1,3,2,1,2017,2022,3,5,7,1,4,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,38,1,5,1,37,1,5,13,4,12,10
62329,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,002,TUBUHAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,7,1,10,2,,,30.00,3,1,2,4,2,1,1,1,1,3,2,1,2014,2019,3,2,2,1,4,1,1,1,32,8,1,1,32,1,2,,,,2,,,,1,1,32,1,2,,,,1,1,32,2,2,,,,2,,,,1,1,32,32,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,55,1,4,1,58,1,5,4,4,7,15
62330,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,003,TELUK MUDA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,7,2,10,2,,,4.00,3,0,2,4,2,1,1,1,1,3,1,1,2017,2022,3,3,5,1,4,1,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,33,1,5,1,41,1,5,2,4,6,16
62331,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,004,TUANA TUHA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,2,,7,1,3,5,7,1,10,2,,,8.00,2,0,2,4,2,2,2,1,1,2,2,1,2017,2022,3,4,2,2,3,2,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,2,2,,,,2,,,,1,1,32,32,1,1,32,32,1,28,1,8,1,41,1,5,1,4,16,10
62332,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,005,KAHALA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,10,1,1,0,,,0,2,4,2,1,1,1,1,3,1,1,2014,2019,3,0,0,1,4,1,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,32,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,48,1,5,1,33,1,5,3,4,10,15
62333,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,006,TELUK BINGKAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,7,1,14,2,,,13.00,2,0,2,4,2,1,1,1,1,3,2,1,2014,2019,3,0,0,1,4,1,2,,,,1,1,32,8,2,,,,1,1,32,1,1,1,32,8,2,,,,1,1,32,2,2,,,,1,1,32,8,1,1,32,32,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,55,1,5,1,53,1,5,6,4,9,11
62334,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,007,LAMIN PULUT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,2,10,2,,,32.00,3,0,2,4,2,1,1,1,2,2,1,1,2017,2022,3,4,1,2,4,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,51,1,5,1,26,1,5,7,4,3,10
62335,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,008,LAMIN TELIHAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,10,2,,,37.00,3,0,2,4,2,2,1,1,1,3,2,1,2013,2018,3,0,0,1,3,1,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,52,1,5,1,40,1,5,4,4,15,10
62336,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,160,KENOHAN,009,KAHALA ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,8,1,10,2,,,10.00,2,0,2,4,2,1,1,2,1,3,2,1,2013,2018,3,3,0,1,3,1,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,32,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,1,1,32,32,1,47,1,5,1,43,1,5,2,4,8,10
62337,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,001,GENTING TANAH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,8,2,10,2,,,14.00,1,0,2,4,2,1,1,1,1,3,2,1,2017,2022,3,3,3,1,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,1,1,32,10,2,,,,2,,,,1,1,32,32,1,1,32,40,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,30,2,,,,1,53,1,5,1,40,1,5,4,2,18,16
62338,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,002,LOA SAKOH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,8,2,10,2,,,9.00,1,0,2,4,2,1,3,2,1,3,1,1,2014,2019,3,12,2,1,4,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,2,2,,,,2,,,,1,2,32,8,1,1,32,8,1,1,32,1,2,,,,2,,,,2,,,,1,1,32,1,2,,,,1,1,32,8,1,1,32,32,2,,,,1,48,1,5,1,46,1,5,2,3,2,14
62339,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,003,HAMBAU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,8.00,1,0,2,4,2,1,1,1,1,3,1,1,2014,2019,3,10,3,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,4,1,1,32,2,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,1,1,32,32,1,55,1,5,1,44,1,5,2,4,16,19
62340,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,004,KEMBANG JANGGUT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,8,2,9,1,1,0,,,1,2,4,2,2,2,1,1,2,2,1,2016,2022,3,5,3,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,40,1,7,1,33,1,7,2,4,15,14
62341,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,005,KELEKAT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,1,3,1,2,2,,2,,2,,1,2,3,6,8,2,10,2,,,14.00,2,0,2,4,2,1,1,2,1,3,1,1,2014,2019,3,5,1,2,3,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,8,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,50,1,5,1,54,1,5,6,4,10,10
62342,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,006,PULAU PINANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,8,2,10,2,,,32.00,2,0,2,4,1,1,1,1,1,3,1,1,2014,2019,3,6,1,2,4,1,1,1,32,32,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,34,1,5,1,50,1,5,5,4,10,10
62343,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,007,LONG BELEH HALOQ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,3,6,8,2,10,2,,,36.00,2,0,2,4,2,1,1,1,1,3,1,1,2017,2022,3,5,1,2,4,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,4,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,4,1,1,32,32,2,,,,1,58,1,5,1,55,1,5,8,4,9,10
62344,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,008,LONG BELEH MODANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,8,2,10,2,,,53.00,3,0,2,4,1,1,1,1,1,3,2,1,2013,2019,3,4,1,2,3,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,2,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,1,2,,,,2,,,,2,,,,1,1,32,2,2,,,,1,1,32,8,1,1,32,32,2,,,,1,50,1,5,1,45,1,5,4,4,14,10
62345,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,009,BUKIT LAYANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,8,2,10,2,,,28.00,2,1,2,4,2,1,1,1,1,3,2,1,2017,2022,3,4,1,2,4,1,2,,,,2,,,,2,,,,1,1,32,33,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,4,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,41,1,7,1,40,1,5,4,4,8,10
62346,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,010,MUAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,3,1,3,6,8,2,10,2,,,25.00,2,0,2,4,2,1,1,1,1,1,1,1,2017,2022,3,5,2,2,3,1,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,2,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,1,1,32,32,1,1,32,32,2,,,,1,44,1,5,1,50,1,5,7,4,9,10
62347,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,170,KEMBANG JANGGUT,011,PERDANA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,2,10,2,,,30.00,2,0,2,4,2,1,1,1,1,3,1,1,2017,2022,3,5,1,2,4,1,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,2,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,2,2,,,,1,1,32,8,1,1,32,32,2,,,,1,47,1,5,1,49,1,5,4,4,8,10
62348,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,001,GUNUNG SARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,3,2,,2,,2,,2,,7,2,4,5,8,2,10,2,,,60.00,3,0,2,4,2,3,3,1,1,3,2,1,2016,2022,3,0,0,2,3,2,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,29,1,5,1,51,1,5,10,4,4,13
62349,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,002,LONG LALANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,5,2,,,42.00,2,0,2,4,2,3,3,2,1,3,2,1,2013,2018,3,5,4,2,3,3,1,1,1,8,2,,,,2,,,,2,,,,1,1,1,8,2,,,,1,1,1,8,2,,,,2,,,,1,1,8,32,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,49,1,5,1,50,1,6,7,4,2,0
62350,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,003,MUARA RITAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,5,7,1,12,2,,,55.00,3,0,2,4,2,3,2,2,1,3,2,1,2015,2020,3,7,3,1,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,8,8,8,1,1,8,8,2,,,,2,,,,1,53,1,5,1,33,2,4,11,4,3,45
62351,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,004,RITAN BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,8,1,10,2,,,80.00,3,1,2,4,2,3,3,1,1,3,2,1,2012,2018,4,0,5,1,4,2,1,4,8,8,2,,,,2,,,,1,4,8,8,1,4,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,51,1,7,1,49,1,5,10,4,5,11
62352,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,005,BULUK SEN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,8,2,5,2,,,30.00,2,0,2,4,2,3,3,1,1,3,2,1,2015,2020,3,1,0,1,3,1,1,1,8,8,2,,,,2,,,,2,,,,1,3,8,8,2,,,,2,,,,2,,,,2,,,,1,3,8,32,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,3,8,8,1,39,1,5,1,39,1,5,8,3,5,0
62353,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,006,UMAQ DIAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,2,5,2,,,8.00,2,0,2,4,2,2,2,2,1,3,2,1,2013,2018,3,1,0,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,2,2,,,,2,,,,2,,,,2,,,,1,43,1,5,1,50,1,5,2,4,2,5
62354,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,007,MUARA PEDOHON,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,7,2,5,2,,,99.90,3,0,2,4,2,2,2,1,1,3,2,1,2017,2019,3,0,1,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,64,1,5,1,40,1,5,2,4,2,5
62355,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,008,UMAQ TUKUNG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,7,1,4,6,7,2,5,2,,,99.90,3,0,2,4,2,2,2,2,1,2,2,1,2014,2018,3,1,1,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,47,1,5,1,47,1,5,2,4,2,5
62356,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,009,KAMPUNG BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,8,2,5,2,,,99.90,3,0,2,4,2,3,3,1,1,2,2,1,2017,2019,3,1,1,2,4,1,1,1,8,8,2,,,,1,1,8,8,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,1,48,1,5,1,43,2,5,2,4,2,5
62357,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,010,BILA TALANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,7,2,,,9.00,1,0,2,4,2,3,3,2,1,1,2,1,2013,2018,3,0,0,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,39,1,5,1,39,1,7,2,4,3,10
62358,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,011,UMAQ BEKUAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,5,2,,,3.00,2,0,2,4,2,2,2,2,1,3,2,1,2013,2018,3,0,0,2,4,1,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,2,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,2,1,1,8,8,2,,,,2,,,,1,1,8,8,1,55,1,5,1,45,1,5,2,3,3,10
62359,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,012,SIDOMULYO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,1,1,4,6,7,1,10,2,,,5.00,2,0,2,4,2,1,1,1,1,1,2,1,2014,2018,3,2,0,1,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,38,1,7,1,45,1,5,3,4,6,18
62360,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,013,MUARA TIQ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,5,2,,,6.00,3,0,2,4,2,1,1,2,1,3,2,1,2014,2018,3,1,1,1,4,3,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,41,1,4,1,48,1,4,2,4,2,14
62361,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,180,TABANG,014,TABANG LAMA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,5,2,,,0.10,2,0,2,4,2,3,3,1,1,3,2,1,2015,2019,3,0,0,2,4,1,1,1,8,8,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,1,1,8,8,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,1,45,1,5,2,,,,1,3,2,4
